word	jp_defs	pos	hanja	jp_trans
추잡스럽다	きたない【汚い】。わいざつだ【猥雑だ】。いかがわしい【如何わしい】。みだらだ【淫らだ】。いやらしい【嫌らしい】	「형용사」	醜雜스럽다	言葉や行動などに品がなくて汚いところがある。
추잡하다	きたない【汚い】。わいざつだ【猥雑だ】。いかがわしい【如何わしい】。みだらだ【淫らだ】。いやらしい【嫌らしい】	「형용사」	醜雜하다	言葉や行動などに品がなくて汚い。
추적추적	しょぼしょぼ。しとしと	「부사」		雨がじめじめと降り続くさま。
추지다	しめっている【湿っている】。しめっぽい【湿っぽい】	「형용사」		水気が染みこんでいて湿っぽい。
추하다	1.きたない【汚い】。やひだ【野卑だ】。みにくい【醜い】 2.みにくい【醜い】	「형용사」	醜하다	身なりや言動などが汚くて不潔である。 容姿などが不細工でみっともない。
축	たぐい【類】。グループ。ほう【方】	「의존 명사」		ある特性に従って分類される部類。
축		「의존 명사」		スルメを20枚ずつ束ねて数える単位。
축	だらっと。だらんと	「부사」		何かが下に垂れ下がっているさま。
축축	だらりだらり。ぶらりぶらり	「부사」		下に向かってしきりに力なく伸びたり垂れ下がっているさま。
축축이	じめじめ。しっとり。しとしと	「부사」		水気があってかなり濡れたように。
축축하다	しめっぽい【湿っぽい】。じめじめしている	「형용사」		水気があってかなり濡れたようである。
출렁	1.ざぶんと。どぶんと 2.どきどき。わくわく	「부사」		水などが大きな波を立てて一度揺れる音。また、そのさま。 驚いたり震えたりして胸騒ぎがするさま。
출렁출렁	1.さぶんさぶん。だぶだぶ 2.どきどき。わくわく	「부사」		水などが大きな波を立ててしきりに揺れる音。また、そのさま。 驚いたり震えたりしてとても胸騒ぎがするさま。
출중하다	ぬきんでている【抜きん出ている】。すばぬけている【ずば抜けている】。とびぬけている【とび抜けている】	「형용사」	出衆하다	多くの中で際立って優れている。
출출하다	くうふくだ・すきばらだ【空腹だ】	「형용사」		腹が減った感じがある。
춥다	2.さむい【寒い】	「형용사」		身体で感じるに気温が低い。
충격적	しょうげきてき【衝撃的】	「관형사」		精神的に衝撃を受けるほどであるさま。
충동적	1.しょうどうてき【衝動的】 2.しょうどうてき【衝動的】	「관형사」		ある行動をしたいと思う気持ちが急に起こるさま。 ある行為をしたいと思う気持ちを起こすさま。
충만되다	じゅうまんする【充満する】。みちあふれる【満ち溢れる】	「형용사」	充滿되다	満ち足りていっぱいになったようである。
충만하다	じゅうまんする【充満する】。みちあふれる【満ち溢れる】	「형용사」	充滿하다	満ち足りていっぱいになる。
충분하다	じゅうぶんだ【十分だ・充分だ】。たりる【足りる】	「형용사」	充分하다	不足がなく、余裕がある。
충분히	じゅうぶんに【十分に・充分に】。たっぷり	「부사」	充分히	不足がなく、余裕があるように。
충성스럽다	ちゅうぎだ【忠義だ】。せいちゅうだ【誠忠だ】	「형용사」	忠誠스럽다	真心のこもった真実の思いがある。
충실하다	1.じゅうじつだ【充実だ】 2.じゅうじつだ【充実だ】	「형용사」		中身が満ちていてしっかりしている。 身体が健康で丈夫である。
충실하다	ちゅうじつだ【忠実だ】	「형용사」		忠義に満ちていて正直で誠実である。
충실히	1.じゅうじつに【充実に】 2.じゅうじつに【充実に】	「부사」		中身が満ちていてしっかりと。 身体が健康で丈夫に。
충실히	ちゅうじつに【忠実に】	「부사」		忠義に満ちていて正直で誠実に。
충족하다	じゅうそくする【充足する】。みちたりる【満ち足りる】	「형용사」		十分に満ち足りていて不足がない。
충직하다	ちゅうじつだ【忠実だ】。すなおだ【素直だ】。せいじつだ【誠実だ】	「형용사」	忠直하다	忠義に満ちていて正直である。
충충하다	さえない【冴えない】。くすんでいる	「형용사」		色や水が清らかでなく、黒ずんでどんよりしている。
취약하다	ぜいじゃくだ【脆弱だ】	「형용사」	脆弱하다	物事を進行させる状況や環境がしっかりしていなくて弱い。
측	かわ【側】	「의존 명사」	側	相対し合う群れの一方。
측은하다	ふびんだ【不憫だ】。あわれだ【哀れだ】	「형용사」	惻隱하다	可哀想で気の毒である。
측은히	ふびんに【不憫に】。あわれに【哀れに】	「부사」	惻隱히	可哀想で気の毒に。
-층	1.そう【層】。かいそう【階層】 2.そう【層】 3.そう【層】。かさね【重ね】	「접사」	層	「ある能力や水準が似通った集団」の意を付加する接尾辞。 「地層」の意を付加する接尾辞。 ｢上へ上へと積み重なっている状態」または「その重なりのうち一重」の意を付加する接尾辞。
층층이	1.いくそうにも【幾層にも】。いくえにも【幾重にも】 2.そうごとに【層毎に】。かいごとに【階毎に】	「부사」	層層이	幾層に重ねて積んであるさま。 個々の層が続いているさま。
치	1.やつ【奴】 2.たぐい【類】。グループ 3.ぶん【分】。ぶんりょう【分量】。わりあて【割り当て】	「의존 명사」		人を卑しめていう語。 ある特性をもつ物や対象。 一定の取り分や分け前。
치-		「접사」		「上に向かって」、または「上に上げて」という意を付加する接頭辞。
치	すん【寸】	「의존 명사」		長さの単位。
-치-		「접사」		「強調」の意を付加する接尾辞。 
치	ちっ	「감탄사」		気に食わない時やしゃくに障ったり腹立たしい時に出す音。
-치	ね【値】	「접사」		「値打ち」の意を付加する接尾辞。 
치고	1.…にして。…として。…はすべて 2.…にしては。…のわりに	「조사」		前の言葉の表す事柄が例外なく後の内容と一致するという意を表す助詞。 後の内容が、前の言葉の範囲では例外的であるという意を表す助詞。
치고는	…にしては。…としては。…のわりに	「조사」		前の名詞についての一般的な考えとは違って、その状態がなかなかのものであるか相当なレベルであるという意を表す助詞。
치고서	1.…にして。…として。…はすべて 2.…にしては。…のわりに	「조사」		前の言葉の表す事柄が例外なく後の内容と一致するという意を強調して表すのに用いる助詞。 後の内容が、前の言葉の範囲では例外的であるという意を強調して表すのに用いる助詞。
치근덕치근덕	ねちねち。べたべた。しつこく	「부사」		苦しく感じられるほど、密かにしつこく付きまとって困らせるさま。
치렁치렁	ゆらゆら	「부사」		下に長く垂れた布などがゆっくりと左右に繰り返し揺れ動くさま。
치렁치렁하다	だらりと	「형용사」		下に長く伸びた布などが力なく垂れ下がっている。
-치레		「접사」		「執り行うこと」の意を付加する接尾辞。 「うわべのみを飾ること」の意を付加する接尾辞。
치명적	1.ちめいてき【致命的】 2.ちめいてき【致命的】	「관형사」		生命に危険がありかねないさま。 物事の成否に重要な影響を与えるさま。
치밀하다	1.ちみつだ【緻密だ】。きめこまかい【きめ細かい】 2.ちみつだ【緻密だ】。きめこまかい【きめ細かい】	「형용사」	緻密하다	詳細で抜け目がない。 繊細できめ細かい。
치밀히	ちみつに【緻密に】。きめこまかく【きめ細かく】	「부사」	緻密히	詳細で抜け目のないように。
치사스럽다	はずかしい【恥ずかしい】。けちだ。けちくさい【けち臭い】。みみっちい。せこい	「형용사」	恥事스럽다	言葉や行動がけち臭く、恥知らずのところがある。
치열하다	しれつだ【熾烈だ】。はげしい【激しい】	「형용사」	熾烈하다	勢いや勢力などが燃え上がる火炎のようにとても盛んで激しい。
치욕스럽다	はずかしい【恥ずかしい】	「형용사」	恥辱스럽다	恥を被って恥ずかしいところがある。
치욕적	ちじょくてき【恥辱的】。くつじょくてき【屈辱的】	「관형사」		恥を被って恥ずかしいさま。
치우다	てしまう	「보조 동사」		前の言葉の表す行動を速くて容易にするという意を表す「補助動詞｣。
치졸하다	ちせつだ【稚拙だ】	「형용사」	稚拙하다	性格が寛大でなく幼稚である。
칙칙폭폭	しゅっしゅっぽっぽっ	「부사」		汽車が煙をはきながら走る音。
칙칙하다	1.くすんでいる。くろずんでいる【黒ずんでいる】 2.ぎっしりつまっていてこい【ぎっしり詰まっていて濃い】	「형용사」		色・雰囲気などが明るくなく、冴えなくて薄暗い。 森・髪の毛などが隙間がなく密で濃く見える。
친-	1.じつの【実の】 2.ちちかたの【父方の】 3.しん【親】	「접사」	親	「血縁関係で結ばれた」という意を付加する接頭辞。 「父親の血統に属している」という意を付加する接頭辞。 「それに賛成する」、「それを助ける」という意を付加する接頭辞。
친근하다	1.しんきんだ【親近だ】。したしい【親しい】 2.しんきんだ【親近だ】。したしい【親しい】。なれている【慣れている】	「형용사」	親近하다	とても近い関係である。 親しく思い、慣れていて気安い。
친밀하다	しんみつだ【親密だ】。したしい【親しい】。ちかい【近い】	「형용사」	親密하다	とても親しくて近い関係である。
친숙하다	しんきんだ【親近だ】。したしい【親しい】。なれている【慣れている】	「형용사」	親熟하다	親しく思い、慣れていて気安い。
친절하다	しんせつだ【親切だ】。やさしい【優しい】	「형용사」	親切하다	人に接する態度が優しくて思いやりがある。
친절히	しんせつに【親切に】。やさしく【優しく】	「부사」	親切히	人に接する態度が優しくて思いやりがあるように。
친하다	したしい【親しい】。しんみつだ【親密だ】。ちかい【近い】	「형용사」	親하다	近く交際して互いをよく知っていて情が厚い。
친히	みずから【自ら】。じぶんで【自分で】。てずから【手ずから】	「부사」	親히	直接自分の手で。
칠	しち・なな【七】	「수사」		6に1を足した数。
칠	1.しち・なな【七】 2.しち・なな【七】	「관형사」		七つの。 7番目の。
칠십	しちじゅう・ななじゅう【七十】	「수사」		10の7倍の数。
칠십	1.しちじゅう・ななじゅう【七十】 2.しちじゅう・ななじゅう【七十】	「관형사」		七十の。 70番目の。
칠칠맞다	1.きれいだ【綺麗だ】。さっぱりしている。たんせいだ【端正だ】 2.てぎわがよい【手際が良い】。きちょうめんだ【几帳面だ】	「형용사」		服装や外見がきれいで端正であることを俗にいう語。 物事の処理に抜け目がなくてしっかりした性格であることを俗にいう語。
칠칠하다	1.よくのびている【よく伸びている】。よくそだっている【よく育っている】 2.きれいだ【綺麗だ】。さっぱりしている。たんせいだ【端正だ】 3.てぎわがよい【手際が良い】。きちょうめんだ【几帳面だ】	「형용사」		草木や髪の毛などが旺盛に育っていて長くて充実している。 服装や外見がきれいで端正である。 物事の処理に抜け目がなくてしっかりした性格である。
침울하다	1.ちんうつだ【沈鬱だ】。ゆううつだ【憂鬱だ】。しすんでいる【沈んでいる】。ふさぎこんでいる【塞ぎ込んでいる】。うっとうしい【鬱陶しい】 2.いんうつだ【陰鬱だ】。うっとうしい【鬱陶しい】	「형용사」	沈鬱하다	心配事が多くて心が晴れず、気分が重苦しい。 天候や雰囲気などが暗くて寂しい。
침잠하다	ちんせんしている【沈潜している】。しずんでいる【沈んでいる】	「형용사」		雰囲気などが沈んでいて静まり返っている。
침착하다	ちんちゃくだ【沈着だ】。おちついている【落ち着いている】	「형용사」	沈着하다	感情に左右されず行動が慎重で落ち着いている。
침착히	ちんちゃくに【沈着に】。おちついて【落ち着いて】	「부사」	沈着히	感情に左右されず慎重で落ち着いた態度で。
침침하다	1.うすぐらい【薄暗い】 2.かすんでいる【霞んでいる】。はっきりみえない【はっきり見えない】	「형용사」	沈沈하다	光・灯が弱くてほのかに暗い。 視力が落ちて物がはっきり見せず、かすんでみえる。
침통하다	ちんつうだ【沈痛だ】	「형용사」	沈痛하다	悲しみや心配事などで非常に心を痛めて苦しむ。
칭얼칭얼	ぶつぶつ。ぐずぐず	「부사」		体の具合か機嫌が悪くなり、癇癪を起こしてしきりにぶつぶつ言ったり駄々をこねる音。また、そのようなさま。
칭칭	ぐるぐる	「부사」		物をしっかりと幾重にも巻きつけたり結んだりするさま。
카랑카랑	きりり。きりっと	「부사」		声などが、金属の摩擦音のようにとても清らかで甲高いさま。
카랑카랑하다	りんとしている【凛としている】。きりっとしている	「형용사」		声などが、金属の摩擦音のようにとても清らかで甲高い。
칵	があっ。げえっ	「부사」		喉にひっかかったものを力いっぱいに吐き出す音。
칸칸이	くうかんごとに【空間毎に】。へやごとに【部屋毎に】。くうらんごとに【空欄毎に】	「부사」		それぞれの空間・部屋・欄ごとに。
칼로리	カロリー	「의존 명사」		熱量の単位。
칼칼하다	1.からからだ 2.しわがれる・しゃがれる【嗄れる】 。かすれる【擦れる】 3.からい【辛い】	「형용사」		喉が渇いて水や酒などを飲みたいと思う。 声が少し枯れて、しわがれた感じがある。 辛くて喉を刺激するような味がする。
캄캄하다	1.まっくらだ【真っ暗だ】 2.まっくらだ【真っ暗だ】 3.まっくらだ【真っ暗だ】。くらい【暗い】。うとい【疎い】	「형용사」		周りが見えないほど、非常に暗い。 希望がない。解決の見通しが立たない。 何かについてまったく知らない。
캐럿	1.カラット 2.カラット	「의존 명사」	carat	宝石の重さを測る単位。 合金に含まれている金の量を示す単位。
캑캑	かっかっ	「부사」		息が詰まったかのように、何度も繰り返して喉から辛うじて何かを吐き出すような咳をする音。
커녕	1.どころか 2.どころか	「조사」		後にくる事柄と比べて、前の事柄を強調して否定する意を表す助詞。 「言うまでもなくかえって」の意を表す助詞。
커다랗다	ひじょうにおおきい【非常に大きい】	「형용사」		ものすごく大きい。
컥컥	かっかっ	「부사」		喉に引っかかったものを力いっぱいに繰り返し吐き出す音。
컥컥	かっかっ	「부사」		しきりに息苦しく息が詰まるさま。
컬컬하다	1.からからだ 2.しわがれる・しゃがれる【嗄れる】 。かすれる【擦れる】 3.からい【辛い】	「형용사」		とても喉が渇いて水や酒などを飲みたいと思う。 声が少し枯れて、しわがれた感じがある。 辛くて喉を刺激するような味がする。
컴컴하다	1.くらい【暗い】。まっくらだ【真っ暗だ】 2.はらぐろい【腹黒い】。いんけんだ【陰険だ】	「형용사」		周辺の物が見えないほど、非常に暗い。 心に何か悪だくみを持っていて陰険である。
컷	カット	「감탄사」		映画やドラマの撮影で、撮影を中止しろという意で言う言葉。
컹컹	わんわん	「부사」		犬が大きく吠える声。
케케묵다	1.ふるくなる【古くなる】。つかいふるす【使い古す】。ふるびる【古びる】。ふるくさい【古臭い】 2.ふるびる【古びる】。ふるくさい【古臭い】。じだいおくれだ【時代遅れだ】。すたる【廃る・頽る】。すたれる【廃れる・頽れる】	「형용사」		物などがとても長く使われて古くなる。 仕事や考え方、知識などがとても長くなってその時代についていけないところがある。
켜켜로	かさねかさねに【重ね重ねに】。なんそうにも【何層にも】	「부사」		幾重の層を成して。
켜켜이	そうごとに【層毎に】	「부사」		幾重の層ごとに
켠		「의존 명사」		
켤레	そく【足】。つい【対】。くみ【組】	「의존 명사」		履物・靴下・手袋など、一そろいの物を一つとして数える単位。
켸켸묵다		「형용사」		
-코		「접사」		副詞を作る接尾辞。 
코믹하다	コミックだ。コミカルだ	「형용사」	comic하다	滑稽で面白い。
콕	こつっと。こちんと	「부사」		軽く、または強く一度刺したり突いたり押したりするさま。
콕콕	こつこつ。こつっこつっ	「부사」		軽く、または強く続け様に刺したり突いたり押したりするさま。
콜록	ごほん	「부사」		胸から響くような咳の音。
콜록콜록	ごほんごほん	「부사」		胸から続け様に響くような咳の音。
콜콜	すうすう。すやすや	「부사」		深い眠りについて寝息を立てる音。また、そのさま。
콩닥콩닥	1.とんとん。ぺったんぺったん。ごとんごとん 2.どきどき	「부사」		小さいつき臼や踏み臼などを相次いでつく時にする音。また、そのさま。 衝撃を受けて激しい胸騒ぎがしきりにするさま。
콩콩	1.とんとん。かたんことん 2.どきどき	「부사」		小さくて軽い物が床や物体の上に落ちたりぶつかったりして響く音。 衝撃を受けてやや激しい胸騒ぎがしきりにするさま。
콰르릉	どかん	「부사」		爆発物などが破裂したり雷が落ちたりしながら鳴り響く大きい音。
콱	1.がつんと。ぶすっと 2. 3.ざあっと	「부사」		力を込めて打ったり刺したりぶつかるさま。 隙間なく封じ閉ざしたり、何かがつかえて詰まるさま。 やたらに流したりこぼしたりするさま。
콱콱	1.がつんがつん。ぶすっぶすっ 2.	「부사」		力を込めて続け様に刺したりぶつかるさま。 隙間なく完全に封じ閉ざしたり、何かがつかえて詰まるさま。
콸콸	どくどく。ざあざあ	「부사」		多量の液体が急に勢いよくこぼれ、流れ出る音。
쾅	1.どしん。ばたん。ずっしん 2.どん	「부사」		重くて硬い物体が地面に落ちたり壁や他の物体とぶつかったりして鳴り響く音。 銃砲・大砲を撃ったり爆弾などが爆発したりして鳴り響く音。
쾅쾅	1.どしんどしん。ばたんばたん。ずっしんずっしん 2.どんどん	「부사」		重くて硬い物体が相次いで地面に落ちたり壁や他の物体とぶつかったりして鳴り響く音。 相次いで銃砲・大砲を撃ったり爆弾などが連続して爆発したりして鳴り響く音。
쾌적하다	かいてきだ【快適だ】	「형용사」	快適하다	さわやかな気分でとても気持ちがいい。
쾌청하다	かいせいだ【快晴だ】	「형용사」	快晴하다	空が晴れ渡って天気が良い。
쾌활하다	かいかつだ【快活だ】	「형용사」	快活하다	性格が明るくて活発である。
쾌히	1.こころよく【快く】。ゆかいに【愉快に】 2.こころよく【快く】 3.さっぱりと。はきはきと	「부사」	快히	楽しくて気持ちよく。 患っていた病気が全快して健康な状態に。 話し方や行動などをためらわずにはっきりと。
쾨쾨하다	におう【臭う】。くさい【臭い】。あくしゅうがする【悪臭がする】	「형용사」		非常に汚れたり腐敗して気に障るほど悪いにおいがする。
쿠당탕	がたん。どしん	「부사」		堅くて大きい物が響きやすい床に落ちたりぶつかったりする音。
쿠리다	1.くさい【臭い】 2.きたない【汚い】 3.あやしい【怪しい】。いぶかしい【訝しい】。うたがわしい【疑わしい】	「형용사」		糞や屁のようなにおいがする。 しぐさが汚らしい。 言葉や行動が堂々としていなくて、如何わしい。
쿡	1.ぐっ。ぷすっ。ぶすり。こつっ 2.ぷすっ。ぷすり。くすっ。くすり 3.ぐっ	「부사」		強くまたは深く刺したり突いたりぶったりするさま。 笑いや咳などが突然漏れる音。また、そのさま。 感情や感覚を強烈に引き起こすさま。
쿡쿡	1.こつこつ。こつっこつっつ。ちくちく 2.ぷすっぶすっ。くすっくすっ 3.ちくちく。きりきり	「부사」		強くまたは深く繰り返し刺したり突いたりぶったりするさま。 笑いや咳などが突然繰る返し漏れる音。また、そのさま。 感情や感覚を繰り返し強烈に引き起こすさま。
쿨렁쿨렁	1.だぶんだぶん。ぽちゃんぽちゃん 2.ぶくぶく	「부사」		瓶や筒に入っている液体がしきりにうるさく揺れる音。また、そのさま。 ぴったりくっついていないで腫れ上がり、しきりにうるさく揺れるさま。
쿨쿨	ぐうぐう	「부사」		ぐっすり寝入って大きく息をする音。また、そのさま。
쿵	1.ずしん。どしん。ずっしん。どっしん 2.どん。ずどん。どかん 3.どん 4.どきっ。どきり。どっきり	「부사」		重くて堅い物体が地面に落ちたり他の物体とぶつかったりして鳴り響く音。 遠くから爆弾などが爆発して鳴り響く音。 太鼓やチャングなどが深く鳴り響く大きい音。 心理的に大きい衝撃を受けたり急に緊張して心臓の動悸が激しくなるさま。
쿵쾅	1.どんどん。どんどこ 2.どかん 3.どん	「부사」		爆発物や太鼓などの大小の音が入り混じって鳴り響く音。 堅くて大きい物がぶつかり合う時に出る音。 足で地面を力強く踏み鳴らす時に出る音。
쿵쾅쿵쾅	1.どんどん。どんどこ 2.どかんどかん 3.どんどん	「부사」		爆発物や太鼓などの大小の音が交互に変わりながら続け様に鳴り響く音。 堅くて大きい物が続け様にぶつかり合う音。 足で地面を力強く踏み鳴らす音。
쿵쿵	1.ずしんずしん。どしんどしん。ずっしんずっしん。どっしんどっしん 2.どんどん。どかんどかん 3.どんどん。どんどこ 4.どきどき	「부사」		大きくて重い物体が続け様に地面に落ちたり他の物体とぶつかったりして鳴り響く音。 遠くから爆弾などが続け様に爆発して鳴り響く音。 太鼓やチャングなどが続け様に深く鳴り響く大きい音。 心理的に大きい衝撃を受けたり急に緊張して心臓の動悸がしきりに激しくなるさま。
쿼터	クオーター	「의존 명사」		バスケットボールなどの運動競技で、規定試合時間を四等分した時のその4分の1を数える単位。
퀭하다		「형용사」		目が落ちくぼんでいて元気がなさそうである。
퀴퀴하다	におう【臭う】。くさい【臭い】。あくしゅうがする【悪臭がする】	「형용사」		非常に汚れたり腐敗して気に障るほど悪いにおいがする。
크나크다	ひじょうにおおきい【非常に大きい】	「형용사」		大きさや規模がものすごく大きい。
크다	1.おおきい【大きい】。たかい【高い】 2.おおきい【大きい】 3.おおきい【大きい】。つよい【強い】 4.おおきい【大きい】。ひろい【広い】 5.おおきい【大きい】 6.おおきい【大きい】 7.おおきい【大きい】。つよい【強い】。ひどい 8.おおきい【大きい】。ひろい【広い】 9.ゆうかんだ【勇敢だ】 10.おおきい【大きい】。おもい【重い】 11.おおきい【大きい】。おもい【重い】 12.おおきい【大きい】。たかい【高い】 13.おおきい【大きい】 14.おおきい【大きい】。あらい【荒い】 15.おおきい【大きい】 16.おおきい【大きい】。じゅうようだ【重要だ】 17.おおきい【大きい】。いだいだ【偉大だ】。えらい【偉い】	「형용사」		長さ・広さ・高さ・かさなどが普通の水準を超える。 履物や衣服などが身体に合う寸法以上である。 物事の規模・範囲・程度・力などが普通の水準を超える。 人の品性が立派で能力に長けている。 金額の規模が大きいか単位が大きい。 音・声の強さの程度が高い。 ある出来事から受ける影響や衝撃などが大きい。 思考の範囲や了見が広い。 度胸が据わっていて勇敢である。 責任が重いか、重要である。 過ちや罪の程度がとてもひどくて重い。 可能性などが多い。 「範囲を広げていうと」、「ひいては・さらには｣という意を表す語。 「大まかに｣、「大概｣という意を表す語。 「非常に」、「とても」、「たいへん｣という意を表す語。 「重要だ」、「意義がある｣という意を表す語。 立派であるか、優れている。
큰-	いちばんうえの【一番上の】	「접사」		「長者」という意を付加する接頭辞。
큼지막하다	おおぶりだ【大ぶりだ】。おおきめだ【大きめだ】	「형용사」		かなり大きい。
큼직큼직	おおぶりに【大ぶりに】。おおづくりに【大作りに】。おおきめに【大きめに】	「부사」		一様に大きいか、とても大きいさま。
큼직큼직하다	おおぶりだ【大ぶりだ】。おおづくりだ【大作りだ】。おおきめだ【大きめだ】	「형용사」		一様に大きいか、とても大きい。
큼직하다	おおぶりだ【大ぶりだ】。おおきめだ【大きめだ】	「형용사」		かなり大きい。
킁킁	くんくん	「부사」		鼻孔から息を途切れ途切れに強く吐き出す声。
키득키득	くすくす。くっくっ	「부사」		笑いをこらえきれず口の中からしきりに漏れる声。また、そのように忍び笑うさま。
키들키들	くっくっ	「부사」		笑いをこらえきれず口の中でしきりに忍び笑う声。また、そのように忍び笑うさま。
킥	くっ。くすっ	「부사」		笑いをこらえきれず、軽く吹き出す笑い声。
킥킥	くっくっ。くすくす	「부사」		笑いをこらえきれず、しきりに軽く吹き出す笑い声。
킬로	1.キロ。キログラム 2.キロ。キロメートル	「의존 명사」	kilo	重さの単位。 長さの単位。
킬로그램	キログラム。キロ	「의존 명사」	kilogram	重さの単位。
킬로미터	キロメートル。キロ	「의존 명사」	kilometer	長さの単位。
킬로바이트	キロバイト	「의존 명사」	kilobyte	コンピューターで、情報量や記憶容量を表す単位。
킬로와트	キロワットじ【キロワット時】。キロワット	「의존 명사」	kilowatt	電力量の単位。
킬킬	くっくっ	「부사」		無理やり笑いをこらえながら、口の中で忍び笑う声。また、そのように忍び笑うさま。
타	ダース	「의존 명사」		12個の物を一組みとして数える単位。
타	たの・ほかの【他の】。よその【他所の】	「관형사」		該当する物事以外の。
타당하다	だとうだ【妥当だ】。もっともだ【最もだ】	「형용사」	妥當하다	物事の道理にかなっていて正しい。
타박타박	とぼとぼ	「부사」		ゆっくりと元気なく歩くさま。
타산적	ださんてき【打算的】	「관형사」		自分に利損になるかどうかを考えるさま。
타성적	だせいてき【惰性的】	「관형사」		長い間変化なくやり続けてきて習慣のように固定化したさま。
타율적	たりつてき【他律的】	「관형사」		自らの意志によらず、決められた規則や他人からの命令によって行動するさま。
타이트하다	1.きつい。ぴったりあう【ぴったり合う】。フィットする 2.きつい 3.じゅうじつしている【充実している】。みっちりしている	「형용사」	tight하다	衣服が身体にぴったり合って余裕がない感じである。 時間的な余裕がない。 内容や構成がきめ細かくなっていて充実している。
탁	1.ごつんと。ばたっと。ばしっと。ぶすっと。たっと。どんと 2.ぱちんと。ぶすっと。ぶっつり。すうっと 3.ずっと。ぱっと 4.ばたっと。ぐっと。むっと 5.ぺっと	「부사」		いきなり強く打ったりぶつかったり蹴ったりする音、また、そのさま。 締め付けられていたものや緊張していた気分がいきなりぼくれたり切れたりする音。また、そのさま。 遮るものがなく、はきはきとしたさま 急にとてもつかえるさま。 唾を強く吐き出す音。また、そのさま。
탁월하다	たくえつだ【卓越だ】	「형용사」	卓越하다	人よりはるかに優れている。
탁탁	1.てきぱき。ぱっぱと 2.ばたばた 3.ぐっぐっ 4.ぱっぱっ。ぺっぺっ 5.ぱたぱた 6.ぱちぱち 7.ぼきぼき	「부사」		しっかりと物事を順調に処理するさま。 人や物が続け様に倒れるさま。 息などが続け様に詰まるさま。 唾をしきりに吐く音。また、そのさま。 堅い物をしきりに叩いたり、ほこりなどをはたく音。また、そのさま。 堅い物がいきなり続け様にはじける音。また、そのさま。 物がとても力なく折れたり切れたりして続け様にする音。また、そのさま。
탁하다	1.にごっている【濁っている】。よごれている【汚れている】 2.くすんでいる。いんきだ【陰気だ】 3.ふせいだ【不正だ】。いんきだ【陰気だ】 4.がらがらだ	「형용사」	濁하다	液体や空気などに他の物質が混じり込んで透明でなくなる。 顔色に生気がなく、表情が晴れていない。 性質がはっきりしていなくて、正しくない。 声がかすれて濁っている。
탄	だん【弾】	「의존 명사」		連続企画した作品の順番を表す単位。
탄력적	1.だんりょくてき【弾力的】 2.だんりょくてき【弾力的】	「관형사」		ばねのように弾き返したり、ぴんと張っていて圧迫に耐える力があるさま。 状況に応じて適切に対応するさま。
탄탄하다	1.けんごだ【堅固だ】。がんじょうだ【頑丈だ】。がっしりしている 2.けんじつだ【堅実だ】。しっかりしている	「형용사」		脆かったり弱かったりせず、とても堅くて丈夫である。 組織や機構などが、危な気がなく周りに振り回されない状態にある。
탄탄하다	1.たんたんたる【坦坦たる】 2.じゅんちょうだ【順調だ】。かくじつだ【確実だ】。とんとんびょうしだ【とんとん拍子だ】	「형용사」		傾斜や険しい所がない、平らで広い。 将来への道のりに何の難しさもなく、順調である。
탄탄히	1.けんごに【堅固に】。がんじょうに【頑丈に】。がっしり 2.けんじつに【堅実に】。しっかり	「부사」		脆かったり弱かったりせず、とても堅くて丈夫に。 組織や機構などが、危な気がなく周りに振り回されない状態に。　
탈-	だつ【脱】	「접사」	脫	「それから抜け出す」という意を付加する接頭辞。
탈탈	1.ばたばた。ぱんぱん 2.すっかり 3.かちかち。かちゃかちゃ 4.とぼとぼ 5.がたがた。ごとごと。がらがら 6.がらがら	「부사」		埃などをはたくために繰り返し軽く叩く音。また、そのさま。 残りがないようにすっかり出すさま。 壊れたりひび割れた薄い器などがぶつかり合う時にする音。 くたくたになってゆっくり歩くさま。 古い車などが揺れながらゆっくり走る音。また、そのさま。 中が空っぽになっているさま。
탐스럽다	みりょくてきだ【魅力的だ】。うっとりするほどだ	「형용사」	貪스럽다	気を惹かれるほど、外見がとても良い。
탐욕스럽다	どんよくだ・たんよくだ【貪欲だ】	「형용사」	貪慾스럽다	貪って過度に所有しようとする欲望がある。
탐욕적	どんよくてき・たんよくてき【貪欲的】	「관형사」		貪って過度に所有しようとする欲望があるさま。
탐탁하다	もうしぶんない【申し分ない】。きにいる【気に入る】	「형용사」		気に入って満足する。
-탕	1.スープ。しる【汁】。なべ 2.とう【湯】	「접사」	湯	「スープ・汁物」の意を付加する接尾辞。 「煎じて飲む湯薬」の意を付加する接尾辞。
탕	1.かい【回】。ど【度】 2.かい【回】。ど【度】	「의존 명사」		物を載せて運んだり一定の場所まで行ってくる回数を数える単位。 ある行為をする回数を数える単位。
탕	1.どん。がん。がちん。がちゃん 2.どん。ずどん。ばん	「부사」		金属の破片や堅いものなどが強くぶつかって鳴り響く音。 銃を撃つ音。
탕탕	1.どんどん。がんがん。がちんがちん。がちゃんがちゃん 2.どんどん。ばんばん	「부사」		金属の破片や堅いものなどが繰り返し強くぶつかって鳴り響く音。 銃を撃ち続ける音。
태만하다	たいまんだ【怠慢だ】。たいだだ【怠惰だ】	「형용사」	怠慢하다	一生懸命に取り組まず、怠ける。
태만히	たいまんに【怠慢に】。たいだに【怠惰に】	「부사」	怠慢히	一生懸命に取り組まず、怠けて。
